,CourseCode,PedagogicalName,NRegistrations
2156,ENV-403,Master semestre 1,44
2157,ENV-403,Master semestre 2,110
2158,ENV-403,Master semestre 3,31
2159,ENV-404,Master semestre 2,33
2160,ENV-405,Master semestre 1,239
2161,ENV-405,Master semestre 3,187
2162,ENV-406,Master semestre 1,113
2163,ENV-406,Semestre automne,1
2164,ENV-417,Master semestre 2,223
2165,ENV-417,Master semestre 4,43
2166,ENV-418,Master semestre 1,162
2167,ENV-418,Master semestre 3,99
2168,ENV-420,Master semestre 2,163
2169,ENV-420,Master semestre 4,27
2170,ENV-421,Master semestre 3,27
2171,ENV-422,Master semestre 1,110
2172,ENV-422,Master semestre 2,71
2173,ENV-422,Master semestre 3,21
2174,ENV-422,Semestre automne,8
2175,ENV-422,Semestre printemps,7
2176,ENV-423,Master semestre 1,44
2177,ENV-423,Master semestre 3,85
2178,ENV-424,Master semestre 1,301
2179,ENV-424,Master semestre 3,206
2180,ENV-425,Master semestre 2,7
2181,ENV-425,Master semestre 4,10
2182,ENV-426,Master semestre 1,50
2183,ENV-440,Master semestre 3,7
2184,ENV-441,Master semestre 3,10
2185,ENV-441,Semestre automne,9
2186,ENV-442,Master semestre 2,5
2187,ENV-443,Master semestre 2,70
2188,ENV-443,Master semestre 4,9
2189,ENV-443,Semestre printemps,38
2190,ENV-444,Master semestre 1,91
2191,ENV-444,Master semestre 3,52
2192,ENV-445,Master semestre 1,89
2193,ENV-445,Master semestre 3,50
2194,ENV-460,Master semestre 1,33
2195,ENV-460,Master semestre 3,53
2196,ENV-460,Semestre automne,31
2197,ENV-466,Master semestre 2,301
2198,ENV-466,Master semestre 4,57
2199,ENV-467(a),Master semestre 3,65
2200,ENV-467(b),Master semestre 2,31
2201,ENV-468,Master semestre 1,62
2202,ENV-468,Master semestre 2,17
2203,ENV-468,Master semestre 3,14
2204,ENV-469,Master semestre 1,109
2205,ENV-469,Master semestre 3,101
2206,ENV-469,Semestre automne,8
2207,ENV-494,Master semestre 1,139
2208,ENV-494,Master semestre 2,92
2209,ENV-494,Master semestre 3,40
2210,ENV-494,Master semestre 4,24
2211,ENV-494,Semestre automne,17
2212,ENV-494,Semestre printemps,1
2213,ENV-496,Master semestre 1,52
2214,ENV-496,Master semestre 3,24
2215,ENV-496(a),Master semestre 3,19
2216,ENV-496(b),Master semestre 3,10
2217,ENV-497,Master semestre 1,8
2218,ENV-497,Master semestre 3,15
2219,ENV-498,Master semestre 2,39
2220,ENV-500,Master semestre 1,114
2221,ENV-500,Master semestre 3,68
2222,ENV-500,Semestre automne,41
2223,ENV-501,Master semestre 1,72
2224,ENV-501,Master semestre 3,73
2225,ENV-501,Semestre automne,7
2226,ENV-502,Master semestre 3,49
2227,ENV-503,Master semestre 1,9
2228,ENV-503,Master semestre 2,11
2229,ENV-503,Master semestre 3,62
2230,ENV-503,Master semestre 4,16
2231,ENV-503,Semestre printemps,6
2232,ENV-504,Master semestre 1,77
2233,ENV-504,Master semestre 2,43
2234,ENV-504,Master semestre 3,25
2235,ENV-505,Master semestre 3,10
2236,ENV-506,Master semestre 1,24
2237,ENV-506,Master semestre 2,23
2238,ENV-506,Semestre automne,1
2239,ENV-506,Semestre printemps,1
2240,ENV-507,Master semestre 1,95
2241,ENV-507,Master semestre 3,14
2242,ENV-508,Master semestre 2,152
2243,ENV-508,Master semestre 4,38
2244,ENV-520,Master semestre 2,83
2245,ENV-520,Semestre printemps,32
2246,ENV-521,Master semestre 1,90
2247,ENV-521,Master semestre 3,47
2248,ENV-522,Master semestre 1,113
2249,ENV-522,Master semestre 3,106
2250,ENV-523,Master semestre 1,68
2251,ENV-523,Master semestre 2,135
2252,ENV-523,Master semestre 3,43
2253,ENV-524,Master semestre 1,168
2254,ENV-524,Master semestre 3,115
2255,ENV-524,Semestre automne,3
2256,ENV-525,Master semestre 1,134
2257,ENV-525,Master semestre 2,56
2258,ENV-525,Master semestre 3,50
2259,ENV-540,Master semestre 1,35
2260,ENV-540,Master semestre 2,7
2261,ENV-540,Master semestre 3,20
2262,ENV-540,Semestre automne,21
2263,ENV-540,Semestre printemps,2
2264,ENV-541,Master semestre 3,14
2265,ENV-542,Master semestre 2,33
2266,ENV-542,Master semestre 4,2
2267,ENV-542,Semestre printemps,5
2268,ENV-543,Master semestre 2,7
2269,ENV-543,Master semestre 4,17
2270,ENV-543,Semestre printemps,7
2271,ENV-544,Master semestre 3,20
2272,ENV-545,Master semestre 2,12
2273,ENV-546,Master semestre 1,22
2274,ENV-546,Master semestre 2,6
2275,ENV-546,Master semestre 3,16
2276,ENV-547,Master semestre 1,49
2277,ENV-547,Master semestre 2,7
2278,ENV-547,Master semestre 3,47
2279,ENV-548,Master semestre 1,20
2280,ENV-548,Semestre automne,16
2281,ENV-560,Master semestre 2,19
2282,ENV-560,Semestre printemps,12
2283,ENV-593,Master semestre 1,12
2284,ENV-593,Master semestre 2,12
2285,ENV-593,Master semestre 3,23
2286,ENV-595,Projet Master automne,6
2287,ENV-595,Projet Master printemps,51
2288,ENV-596,Master semestre 2,308
2289,ENV-596,Master semestre 4,61
2290,ENV-597,Master semestre 1,203
2291,ENV-597,Master semestre 2,33
2292,ENV-597,Master semestre 3,172
2293,ENV-597,Master semestre 4,5
2294,ENV-598,Master semestre 1,113
2295,ENV-598,Master semestre 2,28
2296,ENV-598,Master semestre 3,70
2297,ENV-598,Master semestre 4,14
2298,ENV-598,Projet Master automne,4
2299,ENV-599,Projet Master automne,78
2300,ENV-599,Projet Master printemps,258
2301,EPFL-401,Semestre automne,14
2302,ETH-441,Semestre printemps,9
2303,ETH-442,Semestre printemps,4
2304,ETH-443,Semestre printemps,1
2305,ETH-530,Master semestre 3,25
2306,ETH-531,Master semestre 3,24
2307,ETH-532,Master semestre 3,30
2308,ETH-533,Master semestre 3,9
2309,ETH-590,Master semestre 3,31
2310,FIN-401,Master semestre 1,231
2311,FIN-401,Master semestre 3,43
2312,FIN-401,Semestre automne,16
2313,FIN-402,Master semestre 1,237
2314,FIN-402,Master semestre 3,17
2315,FIN-403,Master semestre 1,243
2316,FIN-403,Master semestre 3,23
2317,FIN-404,Master semestre 2,170
2318,FIN-404,Master semestre 4,52
2319,FIN-405,Master semestre 2,174
2320,FIN-405,Master semestre 4,52
2321,FIN-406,Master semestre 1,236
2322,FIN-406,Master semestre 3,22
2323,FIN-407,Master semestre 2,147
2324,FIN-407,Master semestre 4,49
2325,FIN-408,Master semestre 1,249
2326,FIN-409,Master semestre 2,158
2327,FIN-409,Master semestre 4,53
2328,FIN-410,Master semestre 1,152
2329,FIN-410,Master semestre 2,25
2330,FIN-411,Master semestre 1,80
2331,FIN-421,Master semestre 2,58
2332,FIN-421,Semestre printemps,1
2333,FIN-422,Master semestre 2,33
2334,FIN-422,Master semestre 4,45
2335,FIN-501,Master semestre 1,22
2336,FIN-501,Master semestre 3,15
2337,FIN-502,Master semestre 3,12
2338,FIN-503,Master semestre 1,173
2339,FIN-503,Master semestre 3,16
2340,FIN-504,Master semestre 1,152
2341,FIN-505,Master semestre 1,161
2342,FIN-521,Master semestre 1,85
2343,FIN-521,Master semestre 3,8
2344,FIN-522,Master semestre 1,149
2345,FIN-522,Master semestre 3,15
2346,FIN-523,Master semestre 1,195
2347,FIN-523,Master semestre 3,45
2348,FIN-523,Semestre automne,153
2349,FIN-524,Master semestre 1,67
2350,FIN-525,Master semestre 1,38
2351,FIN-599,Projet Master automne,24
2352,FIN-599,Projet Master printemps,120
2353,FIN-614,Master semestre 1,22
2354,HEP-407,Master semestre 3,1
2355,HEP-408,Master semestre 3,1
2356,HUM-101,Bachelor semestre 1,693
2357,HUM-101,Bachelor semestre 2,125
2358,HUM-102,Bachelor semestre 1,439
2359,HUM-102,Bachelor semestre 2,432
2360,HUM-103,Bachelor semestre 1,1223
2361,HUM-104,Bachelor semestre 1,715
2362,HUM-105,Bachelor semestre 1,1043
2363,HUM-106,Bachelor semestre 1,190
2364,HUM-106,Bachelor semestre 2,658
2365,HUM-107,Bachelor semestre 2,534
2366,HUM-108,Bachelor semestre 1,462
2367,HUM-108,Bachelor semestre 2,544
2368,HUM-109,Bachelor semestre 2,1130
2369,HUM-110,Bachelor semestre 2,1194
2370,HUM-111,Bachelor semestre 2,24
2371,HUM-112,Bachelor semestre 1,625
2372,HUM-113,Bachelor semestre 2,653
2373,HUM-114,Bachelor semestre 1,569
2374,HUM-114,Bachelor semestre 3,77
2375,HUM-115,Bachelor semestre 2,600
2376,HUM-116,Bachelor semestre 1,181
2377,HUM-117,Bachelor semestre 2,96
2378,HUM-120(a),Bachelor semestre 2,289
2379,HUM-120(b),Bachelor semestre 2,198
2380,HUM-121(a),Bachelor semestre 2,292
2381,HUM-121(b),Bachelor semestre 2,242
2382,HUM-122(a),Bachelor semestre 2,301
2383,HUM-122(b),Bachelor semestre 2,296
2384,HUM-123(a),Bachelor semestre 2,302
2385,HUM-123(b),Bachelor semestre 2,299
2386,HUM-124(a),Bachelor semestre 2,289
2387,HUM-124(b),Bachelor semestre 2,264
2388,HUM-125(a),Bachelor semestre 2,300
2389,HUM-125(b),Bachelor semestre 2,289
2390,HUM-201,Bachelor semestre 3,402
2391,HUM-202,Bachelor semestre 3,172
2392,HUM-203,Bachelor semestre 3,410
2393,HUM-203(a),Bachelor semestre 3,49
2394,HUM-204,Bachelor semestre 3,458
2395,HUM-205,Bachelor semestre 3,196
2396,HUM-206,Bachelor semestre 3,240
2397,HUM-207,Bachelor semestre 3,90
2398,HUM-207(a),Bachelor semestre 3,20
2399,HUM-208,Bachelor semestre 3,340
2400,HUM-209,Bachelor semestre 3,15
2401,HUM-210,Bachelor semestre 3,203
2402,HUM-210(a),Bachelor semestre 3,74
2403,HUM-210(b),Bachelor semestre 4,81
2404,HUM-211,Bachelor semestre 3,101
2405,HUM-211(a),Bachelor semestre 3,8
2406,HUM-212,Bachelor semestre 3,37
2407,HUM-212,Bachelor semestre 4,38
2408,HUM-213,Bachelor semestre 3,499
2409,HUM-214,Bachelor semestre 3,11
2410,HUM-215,Bachelor semestre 3,539
2411,HUM-216,Bachelor semestre 3,395
2412,HUM-217,Bachelor semestre 3,72
2413,HUM-217,Bachelor semestre 4,140
2414,HUM-218,Bachelor semestre 3,525
2415,HUM-219,Bachelor semestre 3,6
2416,HUM-219,Bachelor semestre 4,39
2417,HUM-219,Bachelor semestre 5,189
2418,HUM-220,Bachelor semestre 3,199
2419,HUM-221,Bachelor semestre 3,220
2420,HUM-221(a),Bachelor semestre 3,58
2421,HUM-222,Bachelor semestre 4,97
2422,HUM-222,Bachelor semestre 5,115
2423,HUM-223,Bachelor semestre 4,60
2424,HUM-224,Bachelor semestre 4,137
2425,HUM-225,Bachelor semestre 4,183
2426,HUM-226,Bachelor semestre 4,416
2427,HUM-227,Bachelor semestre 4,8
2428,HUM-228,Bachelor semestre 4,41
2429,HUM-229,Bachelor semestre 4,89
2430,HUM-230,Bachelor semestre 4,113
2431,HUM-231,Bachelor semestre 3,121
2432,HUM-231,Bachelor semestre 4,54
2433,HUM-232,Bachelor semestre 4,55
2434,HUM-233,Bachelor semestre 3,169
2435,HUM-233,Bachelor semestre 4,317
2436,HUM-234,Bachelor semestre 4,460
2437,HUM-235,Bachelor semestre 4,101
2438,HUM-235(a),Bachelor semestre 4,60
2439,HUM-236,Bachelor semestre 4,42
2440,HUM-237,Bachelor semestre 4,452
2441,HUM-238,Bachelor semestre 4,98
2442,HUM-239,Bachelor semestre 4,220
2443,HUM-239,Bachelor semestre 6,43
2444,HUM-240,Bachelor semestre 4,475
2445,HUM-241,Bachelor semestre 3,258
2446,HUM-241,Bachelor semestre 4,17
2447,HUM-242,Bachelor semestre 3,217
2448,HUM-242,Bachelor semestre 4,58
2449,HUM-243,Bachelor semestre 4,259
2450,HUM-244,Bachelor semestre 4,96
2451,HUM-245,Bachelor semestre 3,94
2452,HUM-245(a),Bachelor semestre 3,42
2453,HUM-246,Bachelor semestre 4,173
2454,HUM-248,Bachelor semestre 4,54
2455,HUM-248(a),Bachelor semestre 3,329
2456,HUM-249,Bachelor semestre 4,100
2457,HUM-250,Bachelor semestre 4,198
2458,HUM-251,Bachelor semestre 4,176
2459,HUM-252,Bachelor semestre 3,113
2460,HUM-252,Bachelor semestre 4,53
2461,HUM-253,Bachelor semestre 4,207
2462,HUM-254,Bachelor semestre 3,51
2463,HUM-255,Bachelor semestre 3,77
2464,HUM-256,Bachelor semestre 3,248
2465,HUM-257,Bachelor semestre 4,159
2466,HUM-259,Bachelor semestre 4,166
2467,HUM-260,Bachelor semestre 4,20
2468,HUM-261,Bachelor semestre 4,11
2469,HUM-262,Bachelor semestre 4,29
2470,HUM-263,Bachelor semestre 4,16
2471,HUM-264,Bachelor semestre 4,19
2472,HUM-265,Bachelor semestre 3,4
2473,HUM-265(a),Bachelor semestre 3,24
2474,HUM-266,Bachelor semestre 4,80
2475,HUM-267,Bachelor semestre 3,36
2476,HUM-301,Bachelor semestre 4,88
2477,HUM-301,Bachelor semestre 5,46
2478,HUM-302,Bachelor semestre 5,37
2479,HUM-303,Bachelor semestre 5,82
2480,HUM-304,Bachelor semestre 5,444
2481,HUM-305,Bachelor semestre 5,175
2482,HUM-306,Bachelor semestre 5,204
2483,HUM-307,Bachelor semestre 5,96
2484,HUM-307,Bachelor semestre 6,243
2485,HUM-308,Bachelor semestre 5,449
2486,HUM-309,Bachelor semestre 5,6
2487,HUM-310,Bachelor semestre 5,60
2488,HUM-311,Bachelor semestre 4,44
2489,HUM-311,Bachelor semestre 5,213
2490,HUM-312,Bachelor semestre 5,26
2491,HUM-312(a),Bachelor semestre 5,24
2492,HUM-312(a),Bachelor semestre 6,25
2493,HUM-313,Bachelor semestre 5,204
2494,HUM-313,Bachelor semestre 6,60
2495,HUM-314,Bachelor semestre 5,520
2496,HUM-315,Bachelor semestre 5,220
2497,HUM-316,Bachelor semestre 5,181
2498,HUM-317,Bachelor semestre 5,154
2499,HUM-318,Bachelor semestre 3,90
2500,HUM-318,Bachelor semestre 4,50
2501,HUM-318,Bachelor semestre 5,61
2502,HUM-318,Bachelor semestre 6,60
2503,HUM-320,Bachelor semestre 5,177
2504,HUM-321,Bachelor semestre 6,150
2505,HUM-322,Bachelor semestre 6,171
2506,HUM-323,Bachelor semestre 6,112
2507,HUM-324,Bachelor semestre 6,137
2508,HUM-325,Bachelor semestre 6,34
2509,HUM-326,Bachelor semestre 6,103
2510,HUM-327,Bachelor semestre 6,133
2511,HUM-328,Bachelor semestre 6,155
2512,HUM-329,Bachelor semestre 5,41
2513,HUM-329,Bachelor semestre 6,82
2514,HUM-330,Bachelor semestre 5,170
2515,HUM-330,Bachelor semestre 6,18
2516,HUM-330(a),Bachelor semestre 5,18
2517,HUM-331,Bachelor semestre 6,22
2518,HUM-332,Bachelor semestre 6,94
2519,HUM-333,Bachelor semestre 6,8
2520,HUM-334,Bachelor semestre 6,323
2521,HUM-335,Bachelor semestre 6,59
2522,HUM-336,Bachelor semestre 5,11
2523,HUM-336,Bachelor semestre 6,34
2524,HUM-337,Bachelor semestre 6,201
2525,HUM-338,Bachelor semestre 5,194
2526,HUM-338,Bachelor semestre 6,48
2527,HUM-339,Bachelor semestre 6,314
2528,HUM-340,Bachelor semestre 6,356
2529,HUM-341,Bachelor semestre 6,57
2530,HUM-342,Bachelor semestre 5,14
2531,HUM-342,Bachelor semestre 6,44
2532,HUM-343,Bachelor semestre 6,79
2533,HUM-344,Bachelor semestre 5,1
2534,HUM-344,Bachelor semestre 6,80
2535,HUM-345,Bachelor semestre 6,246
2536,HUM-346,Bachelor semestre 5,242
2537,HUM-347,Bachelor semestre 6,230
2538,HUM-348,Bachelor semestre 5,186
2539,HUM-348,Bachelor semestre 6,64
2540,HUM-349,Bachelor semestre 5,11
2541,HUM-350,Bachelor semestre 6,91
2542,HUM-352,Bachelor semestre 5,296
2543,HUM-353,Bachelor semestre 5,27
2544,HUM-354,Bachelor semestre 5,92
2545,HUM-354,Bachelor semestre 6,61
2546,HUM-355,Bachelor semestre 5,67
2547,HUM-356,Bachelor semestre 5,4
2548,HUM-357,Bachelor semestre 5,196
2549,HUM-358,Bachelor semestre 5,103
2550,HUM-359,Bachelor semestre 6,25
2551,HUM-361,Bachelor semestre 6,64
2552,HUM-362,Bachelor semestre 6,5
2553,HUM-363,Bachelor semestre 6,8
2554,HUM-364,Bachelor semestre 6,77
2555,HUM-365,Bachelor semestre 6,86
2556,HUM-366,Bachelor semestre 5,91
2557,HUM-370,Bachelor semestre 5,14
2558,HUM-386,Bachelor semestre 6,52
2559,HUM-400,Semestre automne,9
2560,HUM-401(a),Master semestre 1,171
2561,HUM-401(a),Master semestre 2,11
2562,HUM-401(b),Master semestre 2,128
2563,HUM-402(a),Master semestre 1,353
2564,HUM-402(a),Master semestre 2,111
2565,HUM-402(b),Master semestre 2,265
2566,HUM-403(a),Master semestre 1,194
2567,HUM-403(a),Master semestre 2,72
2568,HUM-403(b),Master semestre 2,199
2569,HUM-404(a),Master semestre 1,119
2570,HUM-404(a),Master semestre 2,33
2571,HUM-404(b),Master semestre 2,104
2572,HUM-405(a),Master semestre 1,226
2573,HUM-405(a),Master semestre 2,18
2574,HUM-405(b),Master semestre 2,124
2575,HUM-406(a),Master semestre 1,185
2576,HUM-406(a),Master semestre 2,47
2577,HUM-406(b),Master semestre 2,173
2578,HUM-407(a),Master semestre 1,151
2579,HUM-407(a),Master semestre 2,31
2580,HUM-407(b),Master semestre 2,113
2581,HUM-408(a),Master semestre 1,164
2582,HUM-408(a),Master semestre 2,45
2583,HUM-408(b),Master semestre 2,132
2584,HUM-409(a),Master semestre 1,118
2585,HUM-409(a),Master semestre 2,37
2586,HUM-409(b),Master semestre 2,88
2587,HUM-410(a),Master semestre 1,324
2588,HUM-410(a),Master semestre 2,116
2589,HUM-410(b),Master semestre 2,343
2590,HUM-411(a),Master semestre 1,224
2591,HUM-411(a),Master semestre 2,105
2592,HUM-411(b),Master semestre 2,310
2593,HUM-411(c),Master semestre 1,72
2594,HUM-412(a),Master semestre 1,59
2595,HUM-412(a),Master semestre 2,11
2596,HUM-412(b),Master semestre 2,60
2597,HUM-412(c),Master semestre 1,45
2598,HUM-413(a),Master semestre 2,1
2599,HUM-413(b),Master semestre 2,1
2600,HUM-414(a),Master semestre 1,7
2601,HUM-414(a),Master semestre 2,14
2602,HUM-414(b),Master semestre 2,29
2603,HUM-415(a),Master semestre 1,275
2604,HUM-415(a),Master semestre 2,66
2605,HUM-415(b),Master semestre 2,209
2606,HUM-416(a),Master semestre 1,319
2607,HUM-416(a),Master semestre 2,57
2608,HUM-416(b),Master semestre 2,273
2609,HUM-417(a),Master semestre 1,243
2610,HUM-417(a),Master semestre 2,111
2611,HUM-417(b),Master semestre 2,235
2612,HUM-418(a),Master semestre 1,231
2613,HUM-418(a),Master semestre 2,80
2614,HUM-418(b),Master semestre 2,221
2615,HUM-419(a),Master semestre 1,318
2616,HUM-419(a),Master semestre 2,52
2617,HUM-419(b),Master semestre 2,276
2618,HUM-420(a),Master semestre 1,210
2619,HUM-420(A),Master semestre 2,26
2620,HUM-420(B),Master semestre 2,172
2621,HUM-421(a),Master semestre 1,118
2622,HUM-421(A),Master semestre 2,177
2623,HUM-421(B),Master semestre 2,287
2624,HUM-422(a),Master semestre 1,325
2625,HUM-422(A),Master semestre 2,106
2626,HUM-422(B),Master semestre 2,324
2627,HUM-423,Master semestre 1,4
2628,HUM-423,Master semestre 2,17
2629,HUM-424,Master semestre 1,6
2630,HUM-424,Master semestre 2,55
2631,HUM-425,Master semestre 1,9
2632,HUM-426(a),Master semestre 1,149
2633,HUM-426(a),Master semestre 2,23
2634,HUM-426(b),Master semestre 2,162
2635,HUM-427(a),Master semestre 1,180
2636,HUM-427(a),Master semestre 2,31
2637,HUM-427(b),Master semestre 2,113
2638,HUM-428(a),Master semestre 1,96
2639,HUM-428(b),Master semestre 2,33
2640,HUM-429(a),Master semestre 1,175
2641,HUM-429(b),Master semestre 2,129
2642,HUM-430(a),Master semestre 1,13
2643,HUM-430(b),Master semestre 2,11
2644,HUM-431,Master semestre 2,4
2645,HUM-432(a),Master semestre 1,279
2646,HUM-432(b),Master semestre 2,136
2647,HUM-433(a),Master semestre 1,228
2648,HUM-433(b),Master semestre 2,122
2649,HUM-434(a),Master semestre 1,186
2650,HUM-434(b),Master semestre 2,102
2651,HUM-435(a),Master semestre 1,222
2652,HUM-435(b),Master semestre 2,130
2653,HUM-436(a),Master semestre 1,115
2654,HUM-436(b),Master semestre 2,16
2655,HUM-437(a),Master semestre 1,24
2656,HUM-437(b),Master semestre 2,2
2657,HUM-438(a),Master semestre 1,14
2658,HUM-439(a),Master semestre 1,8
2659,HUM-480,Semestre printemps,150
2660,HUM-481,Semestre printemps,141
2661,HUM-482,Semestre printemps,128
2662,HUM-483,Semestre automne,74
2663,HUM-484,Semestre automne,43
2664,MATH-100,Bachelor semestre 1,578
2665,MATH-100,Bachelor semestre 2,438
2666,MATH-100(a),Bachelor semestre 1,660
2667,MATH-100(b),Bachelor semestre 1,653
2668,MATH-101(a),Bachelor semestre 1,1356
2669,MATH-101(a),Bachelor semestre 2,330
2670,MATH-101(b),Bachelor semestre 1,1186
2671,MATH-101(b),Bachelor semestre 2,139
2672,MATH-101(c),Bachelor semestre 1,1654
2673,MATH-101(c),Bachelor semestre 2,204
2674,MATH-101(d),Bachelor semestre 1,1054
2675,MATH-101(d),Semestre automne,123
2676,MATH-101(de),Bachelor semestre 1,220
2677,MATH-101(e),Bachelor semestre 1,895
2678,MATH-101(en),Bachelor semestre 1,568
2679,MATH-101(f),Bachelor semestre 1,702
2680,MATH-101(g),Bachelor semestre 1,241
2681,MATH-101(g),Semestre automne,246
2682,MATH-102,Bachelor semestre 1,1126
2683,MATH-102,Bachelor semestre 2,189
2684,MATH-103,Bachelor semestre 1,905
2685,MATH-103,Bachelor semestre 2,126
2686,MATH-104,Bachelor semestre 1,259
2687,MATH-104,Bachelor semestre 2,53
2688,MATH-105,Bachelor semestre 2,989
2689,MATH-105(a),Bachelor semestre 2,480
2690,MATH-105(b),Bachelor semestre 2,470
2691,MATH-106(a),Bachelor semestre 2,983
2692,MATH-106(b),Bachelor semestre 2,1189
2693,MATH-106(c),Bachelor semestre 2,1336
2694,MATH-106(d),Bachelor semestre 2,1848
2695,MATH-106(de),Bachelor semestre 2,101
2696,MATH-106(e),Bachelor semestre 2,677
2697,MATH-106(e),Semestre printemps,81
2698,MATH-106(en),Bachelor semestre 2,268
2699,MATH-106(f),Bachelor semestre 2,393
2700,MATH-106(g),Bachelor semestre 2,217
2701,MATH-106(g),Semestre printemps,168
2702,MATH-107,Bachelor semestre 2,989
2703,MATH-109,Bachelor semestre 2,283
2704,MATH-110,Bachelor semestre 1,819
2705,MATH-110,Bachelor semestre 2,210
2706,MATH-110(a),Bachelor semestre 1,466
2707,MATH-110(b),Bachelor semestre 1,847
2708,MATH-111,Bachelor semestre 1,547
2709,MATH-111(a),Bachelor semestre 1,689
2710,MATH-111(a),Bachelor semestre 2,201
2711,MATH-111(a),Bachelor semestre 3,2
2712,MATH-111(b),Bachelor semestre 1,1509
2713,MATH-111(c),Bachelor semestre 1,2486
2714,MATH-111(d),Bachelor semestre 1,1856
2715,MATH-111(de),Bachelor semestre 1,85
2716,MATH-111(e),Bachelor semestre 1,889
2717,MATH-111(en),Bachelor semestre 1,612
2718,MATH-111(f),Bachelor semestre 1,710
2719,MATH-111(g),Bachelor semestre 1,293
2720,MATH-111(g),Semestre automne,244
2721,MATH-112,Bachelor semestre 2,632
2722,MATH-112(a),Bachelor semestre 1,216
2723,MATH-112(b),Bachelor semestre 1,130
2724,MATH-112(b),Semestre automne,102
2725,MATH-115,Bachelor semestre 2,1315
2726,MATH-115(a),Bachelor semestre 2,294
2727,MATH-115(b),Bachelor semestre 2,337
2728,MATH-117,Bachelor semestre 2,632
2729,MATH-117(a),Bachelor semestre 2,209
2730,MATH-117(b),Bachelor semestre 2,123
2731,MATH-117(b),Semestre printemps,68
2732,MATH-120,Bachelor semestre 1,626
2733,MATH-120,Bachelor semestre 2,473
2734,MATH-121,Bachelor semestre 2,1297
2735,MATH-122,Bachelor semestre 2,748
2736,MATH-123(a),Bachelor semestre 2,574
2737,MATH-123(b),Bachelor semestre 2,1102
2738,MATH-124,Bachelor semestre 1,2150
2739,MATH-124,Semestre automne,3
2740,MATH-125,Bachelor semestre 2,920
2741,MATH-126,Bachelor semestre 2,1754
2742,MATH-126,Semestre printemps,1
2743,MATH-131,Bachelor semestre 2,724
2744,MATH-150,Bachelor semestre 2,1058
2745,MATH-180,Bachelor semestre 2,361
2746,MATH-180,Semestre printemps,294
2747,MATH-181,Semestre automne,123
2748,MATH-182,Bachelor semestre 2,361
2749,MATH-182,Semestre printemps,294
2750,MATH-183,Semestre printemps,34
2751,MATH-184,Bachelor semestre 1,2349
2752,MATH-184,Bachelor semestre 3,2
2753,MATH-184,Semestre automne,3
2754,MATH-185,Bachelor semestre 2,186
2755,MATH-185,Bachelor semestre 4,2
2756,MATH-186,Bachelor semestre 2,1756
2757,MATH-186,Semestre automne,14
2758,MATH-186,Semestre printemps,1
2759,MATH-187,Semestre automne,105
2760,MATH-188,Semestre printemps,74
2761,MATH-190,Bachelor semestre 1,172
2762,MATH-190,Bachelor semestre 5,10
2763,MATH-191,Bachelor semestre 2,162
2764,MATH-191,Bachelor semestre 6,3
2765,MATH-192,Bachelor semestre 1,335
2766,MATH-192,Bachelor semestre 5,15
2767,MATH-200,Bachelor semestre 3,103
2768,MATH-200,Bachelor semestre 4,501
2769,MATH-201,Bachelor semestre 3,625
2770,MATH-201,Bachelor semestre 4,50
2771,MATH-202,Bachelor semestre 3,897
2772,MATH-202(c),Bachelor semestre 3,674
2773,MATH-202(c),Semestre automne,20
2774,MATH-203(a),Bachelor semestre 3,1544
2775,MATH-203(a),Semestre automne,5
2776,MATH-203(b),Bachelor semestre 3,1299
2777,MATH-203(b),Semestre automne,11
2778,MATH-203(c),Bachelor semestre 3,1285
2779,MATH-203(c),Semestre automne,6
2780,MATH-205,Bachelor semestre 4,501
2781,MATH-206,Bachelor semestre 4,554
2782,MATH-207(a),Bachelor semestre 4,1319
2783,MATH-207(b),Bachelor semestre 4,534
2784,MATH-207(c),Bachelor semestre 4,1287
2785,MATH-207(d),Bachelor semestre 4,241
2786,MATH-207(d),Bachelor semestre 6,32
2787,MATH-210,Bachelor semestre 4,477
2788,MATH-211,Bachelor semestre 3,101
2789,MATH-215,Bachelor semestre 4,477
2790,MATH-220,Bachelor semestre 3,369
2791,MATH-220,Bachelor semestre 4,202
2792,MATH-225,Bachelor semestre 4,496
2793,MATH-230,Bachelor semestre 3,603
2794,MATH-230,Bachelor semestre 5,12
2795,MATH-231,Bachelor semestre 3,677
2796,MATH-231,Bachelor semestre 4,78
2797,MATH-232,Bachelor semestre 4,1034
2798,MATH-233,Bachelor semestre 3,683
2799,MATH-234(a),Bachelor semestre 3,1329
2800,MATH-234(a),Semestre automne,267
2801,MATH-234(b),Bachelor semestre 3,920
2802,MATH-234(b),Semestre automne,164
2803,MATH-234(c),Bachelor semestre 4,1033
2804,MATH-234(d),Bachelor semestre 4,164
2805,MATH-236,Bachelor semestre 4,639
2806,MATH-240,Bachelor semestre 4,500
2807,MATH-240,Bachelor semestre 6,3
2808,MATH-250,Bachelor semestre 4,481
2809,MATH-251(a),Bachelor semestre 5,877
2810,MATH-251(a),Semestre automne,10
2811,MATH-251(b),Bachelor semestre 3,1458
2812,MATH-251(b),Semestre automne,10
2813,MATH-251(c),Bachelor semestre 4,657
2814,MATH-251(d),Bachelor semestre 4,736
2815,MATH-251(d),Bachelor semestre 6,337
2816,MATH-260,Bachelor semestre 3,568
2817,MATH-260,Bachelor semestre 5,7
