,CourseCode,PedagogicalName,NRegistrations
740,BIOENG-445,Master semestre 1,63
741,BIOENG-445,Master semestre 3,21
742,BIOENG-446,Master semestre 2,34
743,BIOENG-447,Master semestre 1,35
744,BIOENG-447,Master semestre 2,17
745,BIOENG-447,Master semestre 4,12
746,BIOENG-448,Master semestre 2,84
747,BIOENG-448,Master semestre 4,121
748,BIOENG-448,Semestre printemps,17
749,BIOENG-449,Master semestre 2,70
750,BIOENG-449,Master semestre 4,93
751,BIOENG-450,Master semestre 4,21
752,BIOENG-450,Semestre printemps,4
753,BIOENG-451,Master semestre 1,28
754,BIOENG-476,Master semestre 2,1
755,BIOENG-476,Master semestre 4,3
756,BIOENG-485,Master semestre 1,22
757,BIOENG-485,Master semestre 2,16
758,BIOENG-486,Master semestre 1,101
759,BIOENG-486,Master semestre 3,11
760,BIOENG-486,Semestre automne,43
761,BIOENG-489,Master semestre 4,27
762,BIOENG-489,Semestre automne,5
763,BIOENG-490,Semestre automne,11
764,BIOENG-490,Semestre printemps,6
765,BIOENG-490(a),Semestre printemps,1
766,BIOENG-490(b),Semestre automne,3
767,BIOENG-500,Master semestre 1,22
768,BIOENG-500,Master semestre 3,26
769,BIOENG-501,Master semestre 3,26
770,BIOENG-501(a),Master semestre 3,9
771,BIOENG-501(b),Master semestre 3,12
772,BIOENG-502,Master semestre 3,26
773,BIOENG-502(a),Master semestre 3,9
774,BIOENG-502(b),Master semestre 3,12
775,BIOENG-503,Master semestre 3,47
776,BIOENG-511,Master semestre 1,105
777,BIOENG-511,Master semestre 3,14
778,BIOENG-512,Master semestre 1,65
779,BIOENG-512,Master semestre 3,10
780,BIOENG-513,Master semestre 1,93
781,BIOENG-513,Master semestre 3,10
782,BIOENG-514,Master semestre 1,79
783,BIOENG-514,Master semestre 3,10
784,BIOENG-515,Master semestre 1,53
785,BIOENG-515,Master semestre 3,13
786,BIOENG-516,Master semestre 1,90
787,BIOENG-516,Master semestre 3,5
788,BIOENG-517,Master semestre 1,63
789,BIOENG-517,Master semestre 3,2
790,BIOENG-561,Master semestre 1,98
791,BIOENG-561,Master semestre 3,31
792,BIOENG-561,Semestre automne,18
793,BIOENG-562,Master semestre 2,30
794,BIOENG-562,Semestre printemps,6
795,BIOENG-596,Master semestre 1,182
796,BIOENG-596,Master semestre 2,14
797,BIOENG-596,Master semestre 3,47
798,BIOENG-596,Master semestre 4,71
799,BIOENG-596,Projet Master automne,1
800,CH-101,Bachelor semestre 1,880
801,CH-101,Semestre automne,694
802,CH-102,Bachelor semestre 1,693
803,CH-102,Bachelor semestre 2,184
804,CH-102,Semestre automne,622
805,CH-102,Semestre printemps,120
806,CH-103,Bachelor semestre 2,483
807,CH-103,Semestre printemps,390
808,CH-104,Bachelor semestre 2,221
809,CH-104,Semestre printemps,173
810,CH-108,Bachelor semestre 1,77
811,CH-108(a),Bachelor semestre 1,626
812,CH-109(a),Bachelor semestre 2,568
813,CH-109(b),Semestre printemps,12
814,CH-111,Bachelor semestre 2,176
815,CH-111,Bachelor semestre 6,9
816,CH-111,Semestre printemps,264
817,CH-111(a),Bachelor semestre 2,182
818,CH-111(a),Bachelor semestre 6,2
819,CH-111(a),Semestre printemps,110
820,CH-111(b),Bachelor semestre 2,149
821,CH-160,Bachelor semestre 1,620
822,CH-160,Bachelor semestre 3,427
823,CH-160,Semestre automne,420
824,CH-160(a),Bachelor semestre 1,537
825,CH-160(b),Bachelor semestre 1,432
826,CH-160(b),Semestre automne,90
827,CH-160(c),Bachelor semestre 1,365
828,CH-160(c),Bachelor semestre 3,147
829,CH-160(d),Bachelor semestre 1,525
830,CH-160(d),Semestre automne,150
831,CH-161(a),Bachelor semestre 1,871
832,CH-161(a),Bachelor semestre 2,486
833,CH-161(a),Bachelor semestre 5,100
834,CH-161(b),Bachelor semestre 1,748
835,CH-161(b),Bachelor semestre 2,314
836,CH-161(b),Bachelor semestre 3,2
837,CH-161(c),Bachelor semestre 1,1078
838,CH-161(c),Bachelor semestre 2,477
839,CH-161(d),Bachelor semestre 1,790
840,CH-161(d),Bachelor semestre 2,319
841,CH-161(en),Bachelor semestre 2,159
842,CH-162,Bachelor semestre 1,1560
843,CH-162,Bachelor semestre 5,93
844,CH-163,Bachelor semestre 2,430
845,CH-167,Bachelor semestre 2,215
846,CH-168,Bachelor semestre 2,578
847,CH-169,Bachelor semestre 1,39
848,CH-169,Bachelor semestre 2,28
849,CH-170,Semestre automne,393
850,CH-171,Semestre printemps,74
851,CH-172,Semestre automne,394
852,CH-173,Semestre printemps,33
853,CH-174,Semestre printemps,9
854,CH-177,Semestre automne,15
855,CH-178,Semestre printemps,48
856,CH-179,Semestre automne,11
857,CH-201,Bachelor semestre 3,525
858,CH-201,Semestre automne,347
859,CH-210,Bachelor semestre 3,193
860,CH-210,Bachelor semestre 5,12
861,CH-210,Semestre automne,46
862,CH-221,Bachelor semestre 3,528
863,CH-222,Bachelor semestre 4,457
864,CH-223,Bachelor semestre 4,454
865,CH-229,Bachelor semestre 4,428
866,CH-230,Bachelor semestre 3,243
867,CH-231,Bachelor semestre 3,332
868,CH-232,Bachelor semestre 4,326
869,CH-233,Bachelor semestre 3,186
870,CH-233,Semestre automne,5
871,CH-234,Bachelor semestre 4,131
872,CH-239,Bachelor semestre 4,428
873,CH-241,Bachelor semestre 3,169
874,CH-241,Bachelor semestre 4,332
875,CH-242,Bachelor semestre 4,436
876,CH-242,Semestre automne,6
877,CH-243,Bachelor semestre 4,415
878,CH-243,Bachelor semestre 5,33
879,CH-244,Bachelor semestre 4,521
880,CH-250,Bachelor semestre 3,100
881,CH-250,Semestre automne,5
882,CH-260,Bachelor semestre 3,154
883,CH-260,Semestre automne,68
884,CH-261,Bachelor semestre 3,53
885,CH-262,Bachelor semestre 3,53
886,CH-263,Bachelor semestre 3,303
887,CH-264,Bachelor semestre 3,70
888,CH-264,Bachelor semestre 4,180
889,CH-265,Semestre printemps,29
890,CH-301,Bachelor semestre 5,351
891,CH-301,Semestre automne,236
892,CH-301(a),Bachelor semestre 5,113
893,CH-301(b),Semestre printemps,72
894,CH-302,Bachelor semestre 6,157
895,CH-309(a),Bachelor semestre 5,385
896,CH-309(b),Semestre printemps,35
897,CH-311,Bachelor semestre 5,71
898,CH-311,Bachelor semestre 6,198
899,CH-311,Semestre automne,2
900,CH-312,Bachelor semestre 6,256
901,CH-313,Bachelor semestre 5,218
902,CH-313,Semestre automne,1
903,CH-313(a),Bachelor semestre 5,85
904,CH-313(b),Bachelor semestre 3,79
905,CH-319,Bachelor semestre 6,239
906,CH-321,Bachelor semestre 5,300
907,CH-321,Semestre automne,4
908,CH-329,Bachelor semestre 5,239
909,CH-331,Bachelor semestre 6,263
910,CH-332,Bachelor semestre 6,260
911,CH-333,Bachelor semestre 5,49
912,CH-333,Bachelor semestre 6,70
913,CH-341,Bachelor semestre 5,474
914,CH-342,Bachelor semestre 4,53
915,CH-342,Bachelor semestre 5,364
916,CH-342,Bachelor semestre 6,59
917,CH-343,Bachelor semestre 5,429
918,CH-349,Bachelor semestre 6,324
919,CH-351,Bachelor semestre 6,97
920,CH-351,Master semestre 2,16
921,CH-352,Bachelor semestre 6,85
922,CH-353,Bachelor semestre 5,64
923,CH-353,Bachelor semestre 6,20
924,CH-353,Master semestre 1,8
925,CH-353,Master semestre 3,3
926,CH-353,Semestre automne,6
927,CH-354,Bachelor semestre 6,20
928,CH-359,Bachelor semestre 6,80
929,CH-360,Bachelor semestre 6,91
930,CH-360,Master semestre 2,18
931,CH-369,Semestre automne,26
932,CH-401,Master semestre 1,60
933,CH-401,Master semestre 2,13
934,CH-401,Master semestre 3,50
935,CH-402,Master semestre 2,138
936,CH-402,Semestre printemps,20
937,CH-403,Master semestre 2,142
938,CH-403,Semestre printemps,47
939,CH-404,Master semestre 2,48
940,CH-405,Master semestre 1,42
941,CH-405,Master semestre 3,23
942,CH-405,Semestre automne,9
943,CH-406,Master semestre 1,22
944,CH-409,Bachelor semestre 5,26
945,CH-409,Master semestre 3,8
946,CH-409,Semestre automne,3
947,CH-411,Master semestre 2,143
948,CH-412,Master semestre 2,149
949,CH-413,Master semestre 2,252
950,CH-413,Master semestre 4,30
951,CH-413,Semestre printemps,16
952,CH-414,Master semestre 2,141
953,CH-414,Master semestre 3,12
954,CH-415,Master semestre 1,88
955,CH-415,Master semestre 3,25
956,CH-421,Master semestre 1,273
957,CH-421,Master semestre 3,134
958,CH-422,Master semestre 1,149
959,CH-422,Master semestre 3,87
960,CH-423,Master semestre 1,137
961,CH-423,Master semestre 3,81
962,CH-424,Master semestre 2,113
963,CH-425,Master semestre 2,14
964,CH-426,Master semestre 2,53
965,CH-431,Master semestre 1,15
966,CH-431,Master semestre 2,61
967,CH-431,Master semestre 3,53
968,CH-432,Master semestre 1,105
969,CH-432,Master semestre 3,73
970,CH-433,Master semestre 1,36
971,CH-433,Master semestre 3,54
972,CH-434,Master semestre 2,28
973,CH-435,Master semestre 2,60
974,CH-436,Master semestre 2,8
975,CH-437,Master semestre 3,68
976,CH-438,Master semestre 1,55
977,CH-438,Master semestre 2,33
978,CH-438,Master semestre 3,20
979,CH-441,Master semestre 1,57
980,CH-441,Master semestre 3,41
981,CH-442,Bachelor semestre 6,29
982,CH-442,Master semestre 1,74
983,CH-442,Master semestre 3,45
984,CH-443,Master semestre 1,37
985,CH-443,Master semestre 2,43
986,CH-444,Master semestre 1,65
987,CH-444,Master semestre 3,17
988,CH-445,Master semestre 2,4
989,CH-446,Bachelor semestre 6,26
990,CH-446,Master semestre 2,61
991,CH-447,Master semestre 2,33
992,CH-448,Master semestre 2,8
993,CH-451,Master semestre 1,50
994,CH-451,Master semestre 3,9
995,CH-452,Master semestre 1,59
996,CH-452,Master semestre 3,12
997,CH-453,Master semestre 2,37
998,CH-454,Master semestre 2,11
999,CH-460,Bachelor semestre 5,24
1000,CH-460,Master semestre 1,24
1001,CH-460,Master semestre 3,8
1002,CH-460,Semestre automne,41
1003,CH-462,Master semestre 1,37
1004,CH-462,Master semestre 3,46
1005,CH-468(a),Semestre automne,8
1006,CH-468(b),Semestre printemps,6
1007,CH-490,Master semestre 1,95
1008,CH-490,Master semestre 3,85
1009,CH-491,Master semestre 2,186
1010,CH-491,Semestre automne,10
1011,CH-492,Master semestre 1,58
1012,CH-599,Projet Master automne,158
1013,CH-599,Projet Master printemps,41
1014,ChE-201,Bachelor semestre 3,536
1015,ChE-201,Master semestre 1,28
1016,ChE-201,Master semestre 3,10
1017,ChE-201,Semestre automne,6
1018,ChE-202,Bachelor semestre 4,474
1019,ChE-202,Master semestre 2,4
1020,ChE-203,Bachelor semestre 4,54
1021,ChE-203,Master semestre 2,1
1022,ChE-209,Bachelor semestre 3,236
1023,ChE-301,Bachelor semestre 5,285
1024,ChE-301,Semestre automne,3
1025,ChE-302,Bachelor semestre 6,202
1026,ChE-302,Semestre printemps,1
1027,ChE-303,Bachelor semestre 6,216
1028,ChE-309,Bachelor semestre 6,193
1029,ChE-311,Bachelor semestre 5,215
1030,ChE-311,Bachelor semestre 6,197
1031,ChE-311,Master semestre 2,27
1032,ChE-311,Semestre automne,1
1033,ChE-311,Semestre printemps,5
1034,ChE-319,Bachelor semestre 6,263
1035,ChE-319,Semestre printemps,3
1036,ChE-401,Master semestre 1,153
1037,ChE-401,Master semestre 3,123
1038,ChE-401,Semestre automne,11
1039,ChE-402,Master semestre 2,180
1040,ChE-402,Master semestre 4,44
1041,ChE-403,Master semestre 1,160
1042,ChE-403,Master semestre 3,118
1043,ChE-403,Semestre automne,10
1044,ChE-404,Master semestre 2,125
1045,ChE-404,Master semestre 4,22
1046,ChE-404,Semestre printemps,4
1047,ChE-405,Master semestre 3,22
1048,ChE-406,Master semestre 1,71
1049,ChE-406,Master semestre 3,74
1050,ChE-407,Master semestre 2,111
1051,ChE-407,Master semestre 4,18
1052,ChE-407,Semestre printemps,7
1053,ChE-408,Master semestre 1,20
1054,ChE-408,Master semestre 2,72
1055,ChE-408,Master semestre 4,19
1056,ChE-409,Master semestre 1,153
1057,ChE-409,Master semestre 3,110
1058,ChE-410,Master semestre 2,7
1059,ChE-411,Master semestre 1,242
1060,ChE-411,Master semestre 2,129
1061,ChE-411,Master semestre 3,53
1062,ChE-411,Semestre automne,2
1063,ChE-412,Master semestre 2,94
1064,ChE-412,Master semestre 4,7
1065,ChE-421,Master semestre 2,1
1066,ChE-421,Master semestre 4,4
1067,ChE-421,Semestre printemps,1
1068,ChE-437,Master semestre 2,19
1069,ChE-437,Master semestre 4,6
1070,ChE-437,Semestre printemps,10
1071,ChE-438,Semestre printemps,4
1072,ChE-451,Master semestre 1,152
1073,ChE-451,Master semestre 2,104
1074,ChE-451,Master semestre 3,41
1075,ChE-451,Semestre automne,20
1076,ChE-451,Semestre printemps,1
1077,ChE-452,Master semestre 2,185
1078,ChE-452,Master semestre 4,35
1079,ChE-452,Semestre printemps,5
1080,ChE-459,Master semestre 2,175
1081,ChE-459,Master semestre 4,32
1082,ChE-459,Semestre printemps,2
1083,ChE-460,Semestre automne,5
1084,ChE-596,Master semestre 1,79
1085,ChE-596,Master semestre 2,4
1086,ChE-596,Master semestre 3,48
1087,ChE-596,Master semestre 4,2
1088,ChE-599,Projet Master automne,57
1089,ChE-599,Projet Master printemps,113
1090,CIVIL-100,Bachelor semestre 2,675
1091,CIVIL-100,Bachelor semestre 4,1
1092,CIVIL-101,Bachelor semestre 2,675
1093,CIVIL-101,Bachelor semestre 4,1
1094,CIVIL-103,Bachelor semestre 2,1144
1095,CIVIL-120,Bachelor semestre 1,94
1096,CIVIL-121,Bachelor semestre 2,91
1097,CIVIL-122,Bachelor semestre 2,2594
1098,CIVIL-122,Bachelor semestre 4,46
1099,CIVIL-123,Bachelor semestre 2,2594
1100,CIVIL-123,Bachelor semestre 4,46
1101,CIVIL-124,Bachelor semestre 1,253
1102,CIVIL-124,Bachelor semestre 2,769
1103,CIVIL-125,Bachelor semestre 2,241
1104,CIVIL-200(a),Bachelor semestre 3,58
1105,CIVIL-200(b),Semestre printemps,1
1106,CIVIL-201(a),Bachelor semestre 4,59
1107,CIVIL-202,Bachelor semestre 4,54
1108,CIVIL-203,Bachelor semestre 3,166
1109,CIVIL-203,Bachelor semestre 4,472
1110,CIVIL-203,Semestre printemps,5
1111,CIVIL-210,Bachelor semestre 4,769
1112,CIVIL-220,Bachelor semestre 3,57
1113,CIVIL-221,Bachelor semestre 4,56
1114,CIVIL-222,Bachelor semestre 3,159
1115,CIVIL-223,Bachelor semestre 3,575
1116,CIVIL-223,Semestre automne,9
1117,CIVIL-224,Bachelor semestre 4,474
1118,CIVIL-225,Bachelor semestre 3,456
1119,CIVIL-225,Semestre automne,9
1120,CIVIL-230,Bachelor semestre 3,73
1121,CIVIL-231,Bachelor semestre 4,57
1122,CIVIL-232,Bachelor semestre 3,71
1123,CIVIL-233,Bachelor semestre 4,59
1124,CIVIL-234,Bachelor semestre 4,163
1125,CIVIL-234,Bachelor semestre 5,346
1126,CIVIL-235,Bachelor semestre 4,644
1127,CIVIL-236,Bachelor semestre 4,120
1128,CIVIL-237,Bachelor semestre 3,542
1129,CIVIL-237,Bachelor semestre 4,92
1130,CIVIL-237,Semestre automne,1
1131,CIVIL-250,Bachelor semestre 4,60
1132,CIVIL-260,Bachelor semestre 4,602
1133,CIVIL-262,Bachelor semestre 4,168
1134,CIVIL-263,Bachelor semestre 4,72
1135,CIVIL-264,Bachelor semestre 4,49
1136,CIVIL-265,Bachelor semestre 4,16
1137,CIVIL-300,Bachelor semestre 5,93
1138,CIVIL-301,Bachelor semestre 6,76
1139,CIVIL-302,Bachelor semestre 6,85
1140,CIVIL-303,Bachelor semestre 5,11
1141,CIVIL-304,Bachelor semestre 6,411
1142,CIVIL-304,Semestre printemps,14
1143,CIVIL-305,Bachelor semestre 5,95
1144,CIVIL-306,Bachelor semestre 5,427
1145,CIVIL-308,Bachelor semestre 5,96
1146,CIVIL-310,Bachelor semestre 5,135
1147,CIVIL-311,Bachelor semestre 6,89
1148,CIVIL-312,Bachelor semestre 6,611
1149,CIVIL-320,Bachelor semestre 6,83
1150,CIVIL-320,Master semestre 2,1
1151,CIVIL-321,Bachelor semestre 5,129
1152,CIVIL-321,Bachelor semestre 6,331
1153,CIVIL-322,Bachelor semestre 5,45
1154,CIVIL-322,Bachelor semestre 6,76
1155,CIVIL-322,Master semestre 1,1
1156,CIVIL-322,Master semestre 2,2
1157,CIVIL-330,Bachelor semestre 6,294
1158,CIVIL-331,Bachelor semestre 5,324
1159,CIVIL-337,Bachelor semestre 4,53
1160,CIVIL-337,Bachelor semestre 6,43
1161,CIVIL-338,Bachelor semestre 6,43
1162,CIVIL-340,Bachelor semestre 5,575
1163,CIVIL-350,Bachelor semestre 6,396
1164,CIVIL-351,Bachelor semestre 5,490
1165,CIVIL-351,Semestre automne,28
1166,CIVIL-352,Bachelor semestre 5,92
1167,CIVIL-352,Semestre automne,6
1168,CIVIL-360,Bachelor semestre 6,17
1169,CIVIL-361,Bachelor semestre 6,61
1170,CIVIL-362,Bachelor semestre 6,69
1171,CIVIL-363,Bachelor semestre 6,68
1172,CIVIL-364,Bachelor semestre 6,39
1173,CIVIL-365,Bachelor semestre 6,20
1174,CIVIL-366,Bachelor semestre 6,21
1175,CIVIL-367,Bachelor semestre 6,88
1176,CIVIL-368,Bachelor semestre 6,16
1177,CIVIL-390,Bachelor semestre 6,454
1178,CIVIL-390,Semestre automne,1
1179,CIVIL-401,Master semestre 1,35
1180,CIVIL-401,Master semestre 3,60
1181,CIVIL-401,Semestre automne,3
1182,CIVIL-402,Master semestre 1,174
1183,CIVIL-402,Master semestre 3,32
1184,CIVIL-403,Master semestre 1,295
1185,CIVIL-403,Master semestre 3,27
1186,CIVIL-404,Master semestre 2,169
1187,CIVIL-404,Master semestre 4,38
1188,CIVIL-405,Master semestre 1,66
1189,CIVIL-405,Master semestre 3,109
1190,CIVIL-406,Master semestre 1,115
1191,CIVIL-406,Master semestre 3,31
1192,CIVIL-410,Master semestre 1,224
1193,CIVIL-410,Master semestre 3,100
1194,CIVIL-411,Master semestre 1,229
1195,CIVIL-411,Master semestre 3,111
1196,CIVIL-411,Semestre automne,42
1197,CIVIL-412,Master semestre 1,205
1198,CIVIL-412,Master semestre 2,127
1199,CIVIL-412,Master semestre 4,37
1200,CIVIL-412,Semestre automne,13
1201,CIVIL-412,Semestre printemps,28
1202,CIVIL-413,Master semestre 2,146
1203,CIVIL-413,Master semestre 4,37
1204,CIVIL-418,Master semestre 3,23
1205,CIVIL-420,Master semestre 1,415
1206,CIVIL-420,Master semestre 3,184
1207,CIVIL-421,Master semestre 1,37
1208,CIVIL-421,Master semestre 3,17
1209,CIVIL-429,Master semestre 1,18
1210,CIVIL-430,Master semestre 1,192
1211,CIVIL-430,Master semestre 2,46
1212,CIVIL-430,Master semestre 3,66
1213,CIVIL-431,Master semestre 2,190
1214,CIVIL-431,Master semestre 4,51
1215,CIVIL-432,Bachelor semestre 5,27
1216,CIVIL-432,Master semestre 1,47
1217,CIVIL-432,Master semestre 3,98
1218,CIVIL-433,Master semestre 2,129
1219,CIVIL-433,Master semestre 4,55
1220,CIVIL-434,Master semestre 1,42
1221,CIVIL-434,Master semestre 2,132
1222,CIVIL-434,Master semestre 3,37
1223,CIVIL-434,Master semestre 4,54
1224,CIVIL-436,Master semestre 1,384
1225,CIVIL-436,Master semestre 3,190
1226,CIVIL-437,Master semestre 2,314
1227,CIVIL-438,Master semestre 1,315
1228,CIVIL-438,Master semestre 3,144
1229,CIVIL-439,Master semestre 3,50
1230,CIVIL-440,Master semestre 1,38
1231,CIVIL-440,Master semestre 3,119
1232,CIVIL-440,Semestre automne,2
1233,CIVIL-441,Master semestre 2,346
1234,CIVIL-441,Master semestre 4,54
1235,CIVIL-442,Master semestre 2,84
1236,CIVIL-442,Master semestre 4,16
1237,CIVIL-442,Semestre printemps,35
1238,CIVIL-443,Master semestre 1,126
1239,CIVIL-443,Master semestre 3,54
1240,CIVIL-445,Master semestre 2,118
1241,CIVIL-445,Master semestre 4,20
1242,CIVIL-445,Semestre printemps,48
1243,CIVIL-446,Master semestre 1,25
1244,CIVIL-446,Master semestre 3,1
1245,CIVIL-446,Semestre automne,1
1246,CIVIL-447,Master semestre 1,56
1247,CIVIL-451,Master semestre 1,253
1248,CIVIL-451,Master semestre 3,91
1249,CIVIL-452,Master semestre 1,105
1250,CIVIL-452,Master semestre 3,10
1251,CIVIL-453,Master semestre 2,176
1252,CIVIL-453,Master semestre 4,59
1253,CIVIL-453,Semestre printemps,12
1254,CIVIL-454,Master semestre 2,79
1255,CIVIL-454,Master semestre 4,13
1256,CIVIL-454,Semestre printemps,18
1257,CIVIL-455,Master semestre 1,112
1258,CIVIL-455,Master semestre 2,62
1259,CIVIL-455,Master semestre 3,29
1260,CIVIL-456,Master semestre 2,132
1261,CIVIL-456,Master semestre 4,23
1262,CIVIL-457,Master semestre 1,193
1263,CIVIL-457,Master semestre 2,50
1264,CIVIL-457,Master semestre 4,15
1265,CIVIL-458,Master semestre 1,60
1266,CIVIL-472,Master semestre 1,190
1267,CIVIL-472,Master semestre 3,152
1268,CIVIL-473,Master semestre 3,26
1269,CIVIL-474,Master semestre 1,146
1270,CIVIL-475(a),Master semestre 2,68
1271,CIVIL-475(a),Semestre printemps,5
1272,CIVIL-476,Master semestre 1,76
1273,CIVIL-476,Master semestre 2,302
1274,CIVIL-476,Semestre printemps,5
1275,CIVIL-490,Master semestre 1,169
1276,CIVIL-490,Master semestre 2,151
1277,CIVIL-490,Master semestre 3,80
1278,CIVIL-490,Master semestre 4,33
1279,CIVIL-491,Master semestre 1,178
1280,CIVIL-491,Master semestre 2,133
1281,CIVIL-491,Master semestre 3,48
1282,CIVIL-491,Master semestre 4,30
1283,CIVIL-492,Master semestre 1,180
1284,CIVIL-492,Master semestre 2,147
1285,CIVIL-492,Master semestre 3,73
1286,CIVIL-492,Master semestre 4,38
1287,CIVIL-493,Master semestre 1,57
1288,CIVIL-493,Master semestre 2,28
1289,CIVIL-493,Master semestre 3,16
1290,CIVIL-493,Master semestre 4,3
1291,CIVIL-493,Semestre automne,1
1292,CIVIL-494,Master semestre 2,14
1293,CIVIL-494,Master semestre 3,16
1294,CIVIL-495,Master semestre 2,9
1295,CIVIL-495,Master semestre 3,19
1296,CIVIL-496,Semestre automne,5
1297,CIVIL-498,Master semestre 1,12
1298,CIVIL-498,Master semestre 3,17
1299,CIVIL-499,Master semestre 2,1
1300,CIVIL-499,Master semestre 3,26
1301,CIVIL-500,Master semestre 1,211
1302,CIVIL-500,Master semestre 3,83
1303,CIVIL-515,Master semestre 2,32
1304,CIVIL-515,Master semestre 4,12
1305,CIVIL-520,Master semestre 2,18
1306,CIVIL-521,Master semestre 2,16
1307,CIVIL-522,Master semestre 2,273
1308,CIVIL-522,Master semestre 4,63
1309,CIVIL-523,Master semestre 1,78
1310,CIVIL-523,Master semestre 3,12
1311,CIVIL-525,Master semestre 1,255
1312,CIVIL-525,Master semestre 3,58
1313,CIVIL-526,Master semestre 1,240
1314,CIVIL-526,Master semestre 3,106
1315,CIVIL-527,Master semestre 1,33
1316,CIVIL-527,Master semestre 3,17
1317,CIVIL-528,Master semestre 1,84
1318,CIVIL-530,Master semestre 2,27
1319,CIVIL-531,Master semestre 1,23
1320,CIVIL-532,Master semestre 1,285
1321,CIVIL-532,Master semestre 3,104
1322,CIVIL-557,Master semestre 2,88
1323,CIVIL-557,Master semestre 4,14
1324,CIVIL-597,Master semestre 1,234
1325,CIVIL-597,Master semestre 2,42
1326,CIVIL-597,Master semestre 3,85
1327,CIVIL-597,Master semestre 4,16
1328,CIVIL-597,Projet Master automne,1
1329,CIVIL-598,Master semestre 1,304
1330,CIVIL-598,Master semestre 3,121
1331,CIVIL-598,Semestre printemps,22
1332,CIVIL-599,Projet Master automne,43
1333,CIVIL-599,Projet Master printemps,341
1334,COM-101,Bachelor semestre 1,1062
1335,COM-101,Bachelor semestre 2,615
1336,COM-200,Bachelor semestre 3,129
1337,COM-201,Bachelor semestre 4,115
1338,COM-203,Bachelor semestre 4,434
1339,COM-206,Bachelor semestre 5,110
1340,COM-207,Bachelor semestre 6,25
1341,COM-208,Bachelor semestre 3,1179
1342,COM-208,Semestre automne,28
1343,COM-217,Bachelor semestre 4,74
1344,COM-300,Bachelor semestre 5,379
1345,COM-300,Semestre automne,1
1346,COM-301,Bachelor semestre 5,827
1347,COM-301,Semestre automne,19
1348,COM-302,Bachelor semestre 6,303
1349,COM-303,Bachelor semestre 6,317
1350,COM-303,Master semestre 2,33
1351,COM-303,Master semestre 4,8
1352,COM-307,Bachelor semestre 5,135
1353,COM-307,Bachelor semestre 6,119
1354,COM-308,Bachelor semestre 6,81
1355,COM-309,Bachelor semestre 5,78
1356,COM-401,Master semestre 1,330
1357,COM-401,Master semestre 3,446
1358,COM-401,Semestre automne,17
1359,COM-404,Master semestre 1,237
1360,COM-404,Master semestre 3,461
1361,COM-405,Master semestre 2,361
1362,COM-405,Master semestre 4,208
1363,COM-405,Semestre printemps,23
1364,COM-407,Master semestre 1,400
1365,COM-407,Master semestre 3,473
1366,COM-407,Semestre automne,16
1367,COM-408,Master semestre 3,53
1368,COM-408,Semestre automne,1
1369,COM-410,Master semestre 3,43
1370,COM-413,Master semestre 2,80
1371,COM-413,Master semestre 4,35
1372,COM-414,Master semestre 1,33
1373,COM-414,Master semestre 3,172
1374,COM-414,Semestre automne,87
1375,COM-415,Master semestre 1,86
1376,COM-415,Master semestre 3,140
1377,COM-416,Master semestre 1,17
1378,COM-416,Master semestre 2,95
1379,COM-416,Master semestre 3,136
1380,COM-416,Master semestre 4,128
1381,COM-417,Master semestre 1,73
1382,COM-417,Master semestre 3,71
1383,COM-418,Master semestre 1,186
1384,COM-418,Master semestre 3,270
1385,COM-418,Semestre automne,21
1386,COM-418(a),Master semestre 3,48
1387,COM-418(a),Semestre automne,2
1388,COM-418(tp),Master semestre 1,66
1389,COM-418(tp),Master semestre 3,92
1390,COM-418(tp),Semestre automne,7
1391,COM-419,Master semestre 1,87
1392,COM-419,Master semestre 3,11
1393,COM-419,Semestre automne,62
1394,COM-421,Master semestre 1,19
1395,COM-421,Master semestre 2,19
1396,COM-421,Master semestre 3,8
1397,COM-421,Master semestre 4,4
1398,COM-421,Semestre automne,1
1399,COM-421,Semestre printemps,3
1400,COM-500,Master semestre 2,171
1401,COM-500,Master semestre 4,131
1402,COM-501,Master semestre 2,30
1403,COM-501,Master semestre 4,40
1404,COM-501,Semestre printemps,12
1405,COM-502,Master semestre 1,268
1406,COM-502,Master semestre 3,130
1407,COM-502,Semestre automne,25
1408,COM-503,Master semestre 2,45
1409,COM-503,Master semestre 4,32
1410,COM-504,Master semestre 1,18
1411,COM-504,Master semestre 3,40
1412,COM-505,Master semestre 2,17
1413,COM-505,Master semestre 4,2
1414,COM-506,Master semestre 2,24
1415,COM-506,Master semestre 4,52
1416,COM-506,Semestre printemps,16
1417,COM-507,Master semestre 1,22
1418,COM-507,Master semestre 2,27
1419,COM-507,Master semestre 3,106
1420,COM-507,Master semestre 4,33
1421,COM-509,Projet Master automne,58
1422,COM-509,Projet Master printemps,85
1423,COM-510,Master semestre 1,70
1424,COM-510,Master semestre 3,237
1425,COM-511,Master semestre 1,50
1426,COM-511,Master semestre 3,94
1427,COM-512,Master semestre 2,66
1428,COM-512,Master semestre 4,17
1429,COM-513,Master semestre 2,20
1430,COM-513,Master semestre 4,25
1431,COM-514,Master semestre 1,51
1432,COM-514,Master semestre 3,51
1433,COM-516,Master semestre 2,23
1434,COM-516,Master semestre 4,6
1435,COM-595,Master semestre 2,3
1436,COM-595,Master semestre 3,1
1437,COM-597,Master semestre 1,9
1438,COM-597,Master semestre 2,24
